   	#	(	)	*	+	,	-	/	0	;	=	A	C	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	U	V	W	Y	Z	b	c	f	q	r	s	t	u	v	w	x	y	{	}	
194	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r42	 0	 0	r42	r42	 0	r42	 0	 0	r42	
195	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G219	 0	 0	 0	G156	G26	G25	G23	G24	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s28	 0	 0	s27	s30	 0	s29	 0	s155	 0	
196	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G220	 0	G21	G26	G25	G23	G24	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s28	 0	 0	s27	s30	 0	s29	 0	 0	 0	
197	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s221	
198	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r13	 0	 0	r13	r13	r13	r13	 0	 0	r13	
199	 0	 0	 0	 0	 0	 0	 0	 0	 0	s222	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
200	 0	s39	 0	 0	 0	 0	 0	 0	s36	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G223	G33	G34	G35	 0	 0	 0	 0	G199	 0	 0	 0	 0	 0	s38	s37	 0	 0	 0	 0	 0	 0	 0	 0	 0	
201	 0	s71	 0	 0	 0	 0	 0	 0	s68	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G65	G66	G67	 0	 0	 0	 0	G224	 0	 0	 0	 0	 0	s70	s69	 0	 0	 0	 0	 0	 0	 0	 0	 0	
202	 0	s71	 0	 0	 0	 0	 0	 0	s68	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G65	G66	G67	 0	 0	 0	 0	G225	 0	 0	 0	 0	 0	s70	s69	 0	 0	 0	 0	 0	 0	 0	 0	 0	
203	 0	 0	r50	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
204	 0	 0	r37	 0	 0	r37	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
205	 0	 0	r20	 0	 0	r20	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r20	 0	 0	
206	 0	 0	r21	 0	 0	r21	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r21	 0	 0	
207	 0	 0	r26	 0	r26	r26	r26	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r26	 0	 0	
208	 0	 0	r27	 0	r27	r27	r27	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r27	 0	 0	
209	 0	 0	r44	r44	r44	r44	r44	r44	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r44	 0	 0	
210	r43	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
211	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s226	
212	r4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r4	 0	 0	 0	 0	
213	r14	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r14	 0	 0	 0	 0	
214	r34	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r34	 0	 0	 0	 0	
215	 0	 0	s227	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
216	 0	 0	s228	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
217	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s229	
218	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r4	 0	 0	r4	r4	 0	r4	 0	 0	r4	
219	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r43	 0	 0	r43	r43	 0	r43	 0	 0	r43	
220	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s230	
221	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r4	 0	 0	r4	r4	r4	r4	 0	 0	r4	
222	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r14	 0	 0	r14	r14	r14	r14	 0	 0	r14	
223	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r34	 0	 0	r34	r34	r34	r34	 0	 0	r34	
224	 0	 0	s231	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
225	 0	 0	s232	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
226	r3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r3	 0	 0	 0	 0	
227	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G233	 0	 0	 0	G145	G149	G148	G146	G147	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s151	 0	 0	s150	s153	 0	s152	 0	s144	 0	
228	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G234	 0	 0	 0	G145	G149	G148	G146	G147	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s151	 0	 0	s150	s153	 0	s152	 0	s144	 0	
229	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r3	 0	 0	r3	r3	 0	r3	 0	 0	r3	
230	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r3	 0	 0	r3	r3	r3	r3	 0	 0	r3	
231	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G235	 0	 0	 0	G159	G163	G162	G160	G161	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s165	 0	 0	s164	s167	 0	s166	 0	s158	 0	
232	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G236	 0	 0	 0	G159	G163	G162	G160	G161	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s165	 0	 0	s164	s167	 0	s166	 0	s158	 0	
233	r39	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r39	 0	 0	 0	 0	
234	r41	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G237	 0	 0	 0	 0	 0	 0	 0	 0	s238	 0	 0	 0	 0	
235	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r39	 0	 0	r39	r39	r39	r39	 0	 0	r39	
236	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G239	 0	 0	 0	r41	 0	 0	r41	r41	s240	r41	 0	 0	r41	
237	r42	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r42	 0	 0	 0	 0	
238	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G241	 0	 0	 0	G145	G149	G148	G146	G147	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s151	 0	 0	s150	s153	 0	s152	 0	s144	 0	
239	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r42	 0	 0	r42	r42	r42	r42	 0	 0	r42	
240	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G242	 0	 0	 0	G159	G163	G162	G160	G161	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s165	 0	 0	s164	s167	 0	s166	 0	s158	 0	
241	r43	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r43	 0	 0	 0	 0	
242	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r43	 0	 0	r43	r43	r43	r43	 0	 0	r43	
